,VEGFA,FGF1,Cluster
TCGA-QH-A6XA-01A-12R-A32Q-07,4.825658108355486,7.765048863920148,0
TCGA-HT-7677-01A-11R-2256-07,4.898115680841092,6.819279778693049,0
TCGA-DU-7309-01A-11R-2090-07,4.403218788029187,6.285488496602976,0
TCGA-DU-A6S2-01A-21R-A32Q-07,5.652491808857097,6.380578489770434,0
TCGA-DB-A4XB-01A-11R-A26U-07,4.138938792922149,6.651633572089598,0
TCGA-TM-A84O-01A-11R-A36H-07,5.368501107723832,7.869563950033908,0
TCGA-DB-A64S-01A-11R-A29R-07,5.104268957905478,6.691338621405498,0
TCGA-HT-A74L-01A-11R-A32Q-07,5.239401738436976,5.753974560502014,0
TCGA-CS-4943-01A-01R-1470-07,4.337907305035315,5.404297212987723,0
TCGA-P5-A780-01A-12R-A32Q-07,5.008715953301135,7.042806662464787,0
TCGA-HT-A74O-01A-11R-A32Q-07,3.7072938095266887,5.849556236320896,0
TCGA-HT-A61B-01A-11R-A29R-07,4.668164581118607,5.3256806371429,0
TCGA-DU-6410-01A-11R-1896-07,5.568450224157894,4.134651794916833,0
TCGA-DU-6397-01A-11R-1708-07,5.466108456742414,7.237955351803062,0
TCGA-DU-6402-01A-11R-1708-07,7.144606729712098,8.59003648839267,0
TCGA-HT-7609-01A-11R-2090-07,3.9714401264771295,6.985437980974771,0
TCGA-DU-7304-02A-12R-A36H-07,2.79969965886088,2.953400763667234,1
TCGA-P5-A731-01A-11R-A32Q-07,7.478410177433241,7.251043063393106,0
TCGA-HW-7491-01A-11R-2027-07,5.789899203971927,6.3514570707597855,0
TCGA-DU-5874-01A-11R-1708-07,6.059882879232301,5.15797506633713,0
TCGA-FG-A6J1-01A-11R-A31N-07,3.355418466697842,5.372839995136135,0
TCGA-FG-A60J-01A-11R-A28M-07,3.2242499248500764,6.764995054745121,0
TCGA-S9-A6UA-01A-12R-A33Z-07,4.441755330243509,7.525096635947128,0
TCGA-DB-A64X-01A-11R-A29R-07,4.547359077885127,6.381677194072933,0
TCGA-QH-A6CW-01A-11R-A32Q-07,6.155776435247723,6.578142697527531,0
TCGA-QH-A65V-01A-11R-A29R-07,4.207115550780067,7.311984940247193,0
TCGA-HT-7856-01A-11R-2403-07,4.058705220071887,7.401442017363436,0
TCGA-TQ-A7RK-02B-11R-A40A-07,5.955524967329069,6.373998363947797,0
TCGA-HT-A4DV-01A-11R-A26U-07,5.424087712703279,7.711565286289858,0
TCGA-P5-A5EU-01A-11R-A27Q-07,8.678652090299064,5.132423031757717,0
TCGA-DU-8163-01A-11R-2256-07,3.5582423031867685,7.925792238244357,0
TCGA-P5-A5ET-01A-11R-A27Q-07,4.688589174006083,6.489918891144741,0
TCGA-RY-A83Z-01A-11R-A36H-07,3.190108759744785,4.42309559709521,0
TCGA-VM-A8CH-01A-12R-A36H-07,4.558517620696297,5.648539805797634,0
TCGA-DU-6394-01A-11R-1708-07,6.335077229158135,6.446915463420517,0
TCGA-FG-6689-01A-11R-1896-07,3.261010292227444,7.363584092983503,0
TCGA-FG-A70Y-01A-12R-A34R-07,4.062729878321123,7.379710596122329,0
TCGA-HT-7857-01A-11R-2403-07,5.667867824254022,7.027756805306075,0
TCGA-CS-6667-01A-12R-2027-07,5.288583653418653,6.063100443649427,0
TCGA-QH-A6CZ-01A-11R-A32Q-07,5.151173579701911,5.290182682918958,0
TCGA-TQ-A7RM-01A-11R-A33Z-07,5.897580590549409,2.731062162017595,1
TCGA-FG-7641-01B-11R-2256-07,4.441829515194027,7.089472089766866,0
TCGA-S9-A7IZ-01A-11R-A34F-07,4.269875266413209,5.831083311264346,0
TCGA-S9-A6TU-01A-12R-A32Q-07,4.8312065570755856,5.931031258069659,0
TCGA-DH-A7US-01A-11R-A33Z-07,4.396897186619151,7.129874610061413,0
TCGA-HT-7695-01A-11R-2256-07,4.453312491490984,7.141073260705696,0
TCGA-HT-7469-01A-11R-2256-07,6.208289350900536,5.257617932429452,0
TCGA-FG-A70Z-01A-12R-A33Z-07,5.223937569676624,7.132907762582905,0
TCGA-S9-A7J1-01A-21R-A34R-07,4.853557297834266,7.848592502020946,0
TCGA-TM-A84L-01A-11R-A36H-07,4.551034111429281,7.526777408872631,0
TCGA-S9-A6U6-01A-12R-A33Z-07,5.36438730483618,5.857516620002719,0
TCGA-HT-8107-01A-13R-2404-07,4.722145085671712,6.967815299381736,0
TCGA-TQ-A7RV-02A-11R-A36H-07,4.717618341895548,8.085989388329805,0
TCGA-DU-6404-01A-11R-1708-07,7.823048399131323,4.836802836976207,0
TCGA-DU-6392-01A-11R-1708-07,6.125266132958206,6.414726286232835,0
TCGA-TM-A84R-01A-21R-A36H-07,4.702121714282113,6.59504224053925,0
TCGA-DH-A66B-01A-11R-A29R-07,4.638120606147221,4.138058854186947,0
TCGA-P5-A72U-01A-31R-A32Q-07,5.742911413946995,8.632875711206278,0
TCGA-F6-A8O3-01A-11R-A36H-07,4.9227107540768,5.027515216815763,0
TCGA-FG-A713-01A-11R-A32Q-07,4.9227120621222245,7.127901502318591,0
TCGA-S9-A7R8-01A-11R-A34R-07,4.437205375739821,6.075390096132652,0
TCGA-HT-A61C-01A-11R-A29R-07,8.055663788303786,6.818984313157292,0
TCGA-DB-5276-01A-01R-1470-07,3.751233880887035,7.859883865164815,0
TCGA-VV-A829-01A-21R-A36H-07,4.405127056191494,2.5539424147844727,1
TCGA-FG-5963-02A-12R-A29R-07,7.025465824613716,2.2739075620910936,1
TCGA-TM-A7C3-01A-11R-A32Q-07,6.241044027175926,6.342019419420967,0
TCGA-HT-7468-01A-11R-2027-07,4.86012620904507,7.1230467965706925,0
TCGA-HT-7860-01A-11R-2403-07,6.0211922658468975,9.62310553917112,0
TCGA-DB-A64L-01A-11R-A29R-07,4.444873850758543,6.586842998150872,0
TCGA-IM-A4EB-01A-11R-A250-07,6.651989649366223,3.988590426392253,0
TCGA-EM-A2CS-01A-11R-A180-07,8.182449214554714,2.375950462649845,1
TCGA-ET-A3BP-01A-21R-A19O-07,8.193396800828129,3.381788822520237,0
TCGA-CE-A3ME-01A-11R-A20F-07,7.561257461530618,2.9345586900065714,1
TCGA-EM-A22I-01A-11R-A180-07,6.652981537548574,3.2816493995354663,0
TCGA-J8-A3O2-06A-11R-A23N-07,8.33082369542242,2.175504011993309,1
TCGA-KS-A4I1-01A-11R-A250-07,6.819136389306855,3.319856675472119,0
TCGA-BJ-A28T-01A-11R-A16R-07,8.081499734746377,3.034979646229293,1
TCGA-BJ-A0ZJ-01A-11R-A10U-07,8.533292446411702,4.232663624818209,0
TCGA-DJ-A13L-01A-11R-A220-07,7.517296936466687,3.2723978789124537,0
TCGA-H2-A3RH-01A-11R-A220-07,8.440066606214367,4.311166460878424,0
TCGA-EM-A4FH-01A-11R-A250-07,9.567518451748274,2.095774130384201,1
TCGA-EM-A22O-01A-11R-A180-07,7.133993632338127,1.2153305552937617,1
TCGA-BJ-A0Z2-01A-11R-A10U-07,8.826139909255964,3.692333323396792,0
TCGA-EM-A3FO-01A-11R-A21D-07,7.097013822297395,2.8430606059897165,1
TCGA-DE-A4MD-06A-11R-A250-07,6.633837451878453,1.727175481358856,1
TCGA-FK-A3SB-01A-11R-A22L-07,9.185418315960094,3.291336041081263,0
TCGA-ET-A3BO-01A-11R-A19O-07,7.4429892178339,4.395584131250067,0
TCGA-EM-A3SU-01A-11R-A22U-07,6.13799559713002,1.825339405190588,1
TCGA-ET-A3BQ-01B-11R-A206-07,8.530484873029868,4.3007960212210525,0
TCGA-DJ-A3VE-01A-11R-A23N-07,8.201957086468006,3.4825332954734063,0
TCGA-EL-A3GZ-01A-11R-A20F-07,8.008396157210202,3.3096076395085983,0
TCGA-BJ-A0ZA-01A-11R-A10U-07,8.657537458601436,3.066662790760187,1
TCGA-DJ-A2PY-01A-11R-A18C-07,6.64171994341914,4.227042220540314,0
TCGA-DE-A4MC-01A-11R-A250-07,6.598269857345798,2.9460987717851954,1
TCGA-EL-A3D1-01A-11R-A19O-07,6.549547855254572,2.4330458778063084,1
TCGA-BJ-A2N8-01A-11R-A18C-07,7.533376143723199,4.035099885929222,0
TCGA-BJ-A0ZB-01A-11R-A10U-07,7.666154439106187,2.6715770548091515,1
TCGA-BJ-A28W-01A-11R-A32Y-07,6.211823120918072,2.0355462948350684,1
TCGA-EM-A22J-01A-11R-A180-07,8.28940890977402,3.77116838497774,0
TCGA-EL-A3GV-01A-11R-A21D-07,7.874660053054315,4.185485449953762,0
TCGA-FE-A3PA-01A-12R-A220-07,8.574791933219247,2.139149453798862,1
TCGA-FK-A4UB-01A-11R-A250-07,8.185140365272645,2.94486703044944,1
TCGA-EM-A3O7-01A-11R-A220-07,8.903871967187655,3.142393656386964,1
TCGA-DE-A4MA-01A-11R-A250-07,4.9296553894520425,2.064373674405768,1
TCGA-FY-A3R8-01A-11R-A220-07,7.522148077575,2.4459314436696182,1
TCGA-EM-A2OZ-01A-11R-A206-07,7.851156572784965,3.3691774154837004,0
TCGA-EM-A1CT-01A-11R-A13Y-07,6.708163417950339,3.467619535099764,0
TCGA-FY-A3R6-01A-11R-A220-07,7.833945386870196,3.4281157227481525,0
TCGA-DJ-A3UV-01A-11R-A22L-07,8.385595175314888,3.395515756848824,0
TCGA-FY-A3RA-01A-11R-A220-07,8.012137518409048,1.7354064196136123,1
TCGA-ET-A2MZ-01A-12R-A19O-07,8.660775454571056,4.673851081621359,0
TCGA-ET-A39J-01A-11R-A19O-07,8.403670452086143,4.000824382022532,0
TCGA-EL-A3H8-01A-11R-A20F-07,7.684007672655834,2.618016618919589,1
TCGA-J8-A3NZ-01A-11R-A21D-07,6.464341192672822,2.78975986829892,1
TCGA-ET-A39N-01A-11R-A19O-07,8.345372997439492,2.0781578049448277,1
TCGA-J8-A3YF-01A-12R-A23N-07,7.194228844807555,2.704594213711642,1
TCGA-ET-A3BN-01A-11R-A19O-07,7.804771138605625,3.352503958843867,0
TCGA-ET-A25L-01A-11R-A16R-07,5.985039437829568,3.183313379043193,1
TCGA-DJ-A2QB-01A-11R-A19O-07,8.110302391757147,3.222799189254607,1
TCGA-EM-A22M-01A-11R-A32Y-07,7.839154746982518,2.2509004983377645,1
TCGA-DJ-A3UQ-01A-11R-A22L-07,6.580271769713445,4.528700738506053,0
TCGA-ET-A40T-01A-11R-A23N-07,8.642096482278978,4.044207490054549,0
TCGA-EL-A3CL-01A-11R-A19O-07,8.191592866219137,2.3128750320695763,1
TCGA-DJ-A3UU-01A-11R-A22L-07,7.979400673406596,4.0638264268937805,0
TCGA-BJ-A18Z-01A-21R-A13Y-07,7.169988237479806,3.068307759793456,1
TCGA-E8-A434-01A-11R-A23N-07,8.202619669779402,2.980923374076258,1
TCGA-KS-A4IB-01A-11R-A250-07,7.439491993780121,2.7734376650375294,1
TCGA-BJ-A45I-01A-11R-A23W-07,6.61238803042957,3.3723741593359366,0
TCGA-DJ-A2Q7-01A-11R-A18C-07,7.862988536387814,4.012668708828492,0
TCGA-EM-A3AR-01A-12R-A20F-07,8.17679911111735,3.4410454167698785,0
TCGA-FE-A230-01A-11R-A14Y-07,6.546821651614229,4.414040391403499,0
TCGA-FE-A238-01A-11R-A16R-07,7.797748527382387,2.0794179786963185,1
TCGA-DJ-A3VA-01A-11R-A23N-07,8.058126007415387,2.878721097697521,1
TCGA-BJ-A28Z-01A-11R-A16R-07,6.83881390376398,3.789855370167311,0
TCGA-EM-A22P-01A-11R-A19O-07,8.47748591441912,4.180510295476693,0
TCGA-ET-A3DW-01A-11R-A19O-07,6.062306058322256,4.293494672251982,0
TCGA-E3-A3E2-01A-11R-A20F-07,7.573265552704151,3.303015971931601,0
TCGA-DJ-A3V7-01A-11R-A23N-07,7.391571421471249,3.3763924527350966,0
TCGA-DJ-A13V-01A-11R-A10U-07,7.771677047723053,2.933538863970582,1
TCGA-IM-A3U2-01A-21R-A22L-07,6.282438922863902,2.9249607163849314,1
TCGA-EL-A3MZ-01A-11R-A21D-07,5.6231347848130655,2.550122236594013,1
TCGA-ET-A40R-01A-11R-A23N-07,8.559963635993888,2.303268464960169,1
TCGA-BJ-A2P4-01A-11R-A18C-07,8.38085548259439,3.687784378210965,0
TCGA-DJ-A3UZ-01A-11R-A22U-07,8.328673512945214,3.3673805125372422,0
TCGA-FK-A3SE-01A-11R-A22L-07,8.640319231397047,2.8799743044160446,1
TCGA-DE-A69J-01A-21R-A39I-07,6.310941845053822,3.1775143331827134,1
TCGA-DJ-A3UN-01A-11R-A22L-07,8.341728139735677,4.55913152928829,0
TCGA-DJ-A2PP-01A-11R-A19O-07,9.02924524378324,3.508124872041651,0
TCGA-EM-A4FV-01A-11R-A250-07,9.26302331283222,3.339037273214988,0
TCGA-RS-A6TP-01A-12R-A34R-07,6.599907835271617,0.1057639276329242,1
TCGA-CN-6016-01A-11R-1686-07,5.145105832395983,1.5737167061475086,1
TCGA-CQ-7071-01A-12R-A30B-07,6.555076232945865,1.4942624791775003,1
TCGA-CR-5249-01A-01R-1514-07,6.726388276394351,3.5508262935806947,0
TCGA-CR-5250-01A-01R-1514-07,7.636840871566419,3.629655538903888,0
TCGA-CQ-A4CD-01A-21R-A24Z-07,7.821247126767467,0.5429486418938742,1
TCGA-P3-A5QF-01A-11R-A28V-07,6.557494300204033,0.4137506537669228,1
TCGA-MZ-A6I9-01A-11R-A31N-07,5.51591877271782,1.1585235709506136,1
TCGA-IQ-A61H-01A-11R-A30B-07,6.164781886054344,1.2169613100793086,1
TCGA-CV-6933-01A-11R-1915-07,7.352851799512465,2.432417184473333,1
TCGA-BA-A4II-01A-11R-A266-07,7.572367986368194,1.7012720928466036,1
TCGA-CV-6948-01A-11R-1915-07,6.542509324570827,0.3365053847345051,1
TCGA-CQ-5332-01A-01R-1686-07,6.981194171481389,1.4024524627308057,1
TCGA-H7-8501-01A-11R-2403-07,6.908097701688098,1.6909168512592905,1
TCGA-CV-7101-01A-11R-2016-07,6.447528352323834,1.422184030003503,1
TCGA-CV-A6K1-01A-11R-A31N-07,4.903358025186604,0.4332441282250195,1
TCGA-CV-6943-01A-11R-1915-07,3.859939190107255,1.7001049417302037,1
TCGA-CN-4730-01A-01R-1436-07,6.16821934508094,0.4985281025243612,1
TCGA-CV-6934-01A-11R-1915-07,6.718182029248207,3.774556055929271,0
TCGA-CN-A499-01A-11R-A24H-07,7.470228888209851,1.0727625190185557,1
TCGA-QK-A6VC-01A-23R-A34R-07,7.977629944672647,0.8295018737455981,1
TCGA-CR-7382-01A-11R-2132-07,5.848107479798741,3.770841729576392,0
TCGA-MT-A51X-01A-11R-A266-07,5.979572279372556,1.3727868239892105,1
TCGA-CV-6960-01A-41R-2016-07,6.095694697191133,2.0658946838210466,1
TCGA-CV-7102-01A-11R-2016-07,5.928075878370457,1.4581475715804104,1
TCGA-BA-A6DJ-01A-11R-A30B-07,7.160420115859458,1.3140101455456352,1
TCGA-F7-A50J-01A-21R-A28V-07,5.788411738308929,1.189689206961345,1
TCGA-BB-4223-01A-01R-1436-07,6.637427274249271,3.9858671491193807,0
TCGA-CQ-A4C6-01A-11R-A24Z-07,5.282070516497884,1.9495361551349863,1
TCGA-CQ-6220-01A-11R-1915-07,6.561125604009902,1.388997170466941,1
TCGA-CX-A4AQ-01A-11R-A24Z-07,7.040255454085138,3.9015553195168673,0
TCGA-DQ-7591-01A-11R-2081-07,6.410234603237934,4.383631301982391,0
TCGA-CV-6433-01A-11R-1686-07,6.821225458406533,3.3987188239450576,0
TCGA-CV-6003-01A-11R-1686-07,6.193266524660284,1.1080061075424208,1
TCGA-QK-A8Z7-01A-11R-A39I-07,6.770101483950572,0.7682612026479674,1
TCGA-CV-5979-01A-11R-1686-07,6.769494891664326,3.0529826942794847,1
TCGA-CN-6011-01A-11R-1686-07,6.6825782608362445,0.5653926337214653,1
TCGA-CV-7568-01A-11R-2232-07,7.75553438446684,0.7641835714935491,1
TCGA-CN-4735-01A-01R-1436-07,6.599359618552458,2.626616460725224,1
TCGA-CR-7393-01A-11R-2016-07,4.006441974262829,1.9233421608949488,1
TCGA-CN-6023-01A-11R-1686-07,5.186286846429629,1.8951856621772805,1
TCGA-UF-A719-01A-12R-A34R-07,7.1275721419277325,0.3829748254772354,1
TCGA-D6-6823-01A-11R-1915-07,5.964386109798248,1.0050007938974,1
TCGA-BA-A6D8-01A-31R-A31N-07,4.107439963659085,1.4303737427811771,1
TCGA-CV-A45Y-01A-11R-A24Z-07,5.793764676659443,4.53930414415518,0
TCGA-BA-5558-01A-01R-1514-07,5.623282048726649,0.4335707671630782,1
TCGA-P3-A6T4-01A-11R-A34R-07,6.306514856694256,0.2841685108157235,1
TCGA-T3-A92N-01A-11R-A39I-07,6.3664627561844656,2.267694971175594,1
TCGA-CR-7392-01A-11R-2016-07,5.191796331189843,1.9323463600385664,1
TCGA-QK-A6IG-01A-11R-A31N-07,5.884789392786321,1.905312989795669,1
TCGA-D6-6826-01A-11R-1915-07,6.549813328796006,2.0248032168389485,1
TCGA-BA-6872-01A-11R-1873-07,5.138229555285871,0.5346034764299813,1
TCGA-CQ-A4C7-01A-11R-A24Z-07,6.208288615578182,3.779412540261188,0
TCGA-CV-7413-01A-11R-2081-07,4.940721879368721,1.7175998777877517,1
TCGA-CR-6492-01A-12R-2081-07,5.178844801582563,1.4010161303546027,1
TCGA-CV-6951-01A-11R-1915-07,6.222458409776419,1.8935191382961531,1
TCGA-CN-4726-01A-01R-1436-07,6.504115770519886,1.430054132750952,1
TCGA-CN-5374-01A-01R-1436-07,5.9469396530157415,1.9050276943270947,1
TCGA-UF-A718-01A-22R-A34R-07,7.706955649879649,1.25109019864187,1
TCGA-HD-8635-01A-11R-2403-07,5.36714913940087,1.543888948222054,1
TCGA-D6-A74Q-01A-11R-A34R-07,5.246193396522019,3.3614486198591598,0
TCGA-CV-7421-01A-11R-2081-07,6.534506419353922,2.6328814067438944,1
TCGA-BB-4227-01A-01R-1873-07,7.217155432973689,0.3772528256226509,1
TCGA-CV-7250-01A-11R-2016-07,6.497037689591916,3.7293818528940754,0
TCGA-CR-6473-01A-11R-1873-07,7.482184554486595,3.741451533120141,0
TCGA-QK-A8Z8-01A-11R-A39I-07,5.4360684989689165,1.810670697192653,1
TCGA-CV-6441-01A-11R-1686-07,5.064510129637336,0.5922459042823274,1
TCGA-CQ-5324-01A-01R-1686-07,6.022432853200031,1.5330587254279535,1
TCGA-HD-7754-01A-11R-2081-07,7.754899106264565,1.4457427433281034,1
TCGA-IQ-A61J-01A-11R-A30B-07,4.867193775174763,2.352837147806944,1
TCGA-CV-7100-01A-11R-2016-07,8.149971539660772,1.8312700736203948,1
TCGA-CV-7415-01A-11R-2081-07,5.927764475346457,1.1737991448344904,1
TCGA-CV-7255-01A-11R-2016-07,7.543214032946465,1.2034683750416886,1
TCGA-HD-7831-01A-11R-2132-07,6.59248990037695,3.1462443651900647,1
TCGA-CR-7370-01A-11R-2132-07,6.768937784303661,1.3481724181094523,1
TCGA-CQ-6222-01A-11R-1915-07,4.40620160421501,0.9585800300867776,1
TCGA-CV-6954-01A-11R-1915-07,6.355050109340743,1.4361021168578971,1
TCGA-HD-A633-01A-11R-A28V-07,5.933035468181563,1.0881305055714805,1
TCGA-CN-A63W-01A-11R-A30B-07,7.96639514653461,1.7887974860680411,1
TCGA-CR-6474-01A-11R-1873-07,6.588318137970179,1.6562460595885176,1
TCGA-21-1080-01A-01R-0692-07,6.721829209289092,0.377461158844852,1
TCGA-43-3920-01A-01R-0980-07,6.117389919691775,1.240350001731563,1
TCGA-51-4080-01A-01R-1100-07,5.44809042902952,0.499608792716635,1
TCGA-O2-A52N-01A-11R-A26W-07,7.202579222222994,1.827653389150052,1
TCGA-56-7221-01A-11R-2045-07,7.084545228423276,0.8657141398693343,1
TCGA-63-A5MB-01A-11R-A26W-07,8.880313928009395,0.6744934559388692,1
TCGA-18-3414-01A-01R-0980-07,6.731407613157137,1.351752653473944,1
TCGA-85-7843-01A-11R-2125-07,7.673125716075214,1.0494889678603696,1
TCGA-56-8307-01A-11R-2296-07,6.895077760864717,2.755615266842961,1
TCGA-LA-A446-01A-21R-A24Z-07,7.891741327827087,1.2119953713955165,1
TCGA-63-A5MI-01A-12R-A27Q-07,6.9705997928190095,0.9358782031167926,1
TCGA-46-3766-01A-01R-0980-07,5.09793421466248,3.258767783128233,0
TCGA-60-2716-01A-01R-0851-07,6.656958684204936,0.4605295533805446,1
TCGA-77-8143-01A-11R-2247-07,6.5601596697948175,0.5270338070320664,1
TCGA-77-8007-01A-11R-2187-07,7.6994817372582895,1.7291723927807483,1
TCGA-43-2576-01A-01R-A32Z-07,6.4751345404570815,2.2879251806035605,1
TCGA-85-A4CL-01A-41R-A26W-07,5.2921856440459045,2.302056248630279,1
TCGA-43-5668-01A-01R-1635-07,6.214217565442234,0.8269924791467642,1
TCGA-98-A53I-01A-31R-A262-07,7.648884407604377,2.75910746507428,1
TCGA-60-2703-01A-11R-2045-07,8.546907136597557,3.0255576898371364,1
TCGA-94-A5I4-01A-11R-A26W-07,7.580825176462609,1.1637628752750977,1
TCGA-34-8454-01A-11R-2326-07,6.439759531463576,1.1124614298565432,1
TCGA-37-4141-01A-02R-1100-07,6.844342778931379,1.3294523188095784,1
TCGA-92-8065-01A-11R-2247-07,6.090454579880895,0.3718255519532731,1
TCGA-21-5787-01A-01R-1635-07,6.675489146281077,1.0352923442488762,1
TCGA-22-4605-01A-21R-2125-07,6.540105417221806,1.5298146375093895,1
TCGA-58-8386-01A-11R-2296-07,7.274811517285249,0.6444818064841447,1
TCGA-85-8049-01A-11R-2247-07,6.5226881388637485,2.15753225560747,1
TCGA-6A-AB49-01A-12R-A405-07,10.132749578595815,0.3952888487767905,1
TCGA-63-A5MJ-01A-11R-A27Q-07,5.976382350637955,1.4904871584577393,1
TCGA-85-A4PA-01A-11R-A24Z-07,5.636543171215554,0.9520275051223944,1
TCGA-58-A46J-01A-11R-A24H-07,7.997830325620278,0.4306969210529101,1
TCGA-63-A5MV-01A-21R-A26W-07,6.955447971262555,1.475681935458255,1
TCGA-33-4538-01A-01R-1201-07,6.826266687293959,0.8633760171351079,1
TCGA-34-5234-01A-01R-1635-07,4.494527222049372,2.05350179043307,1
TCGA-66-2778-01A-02R-0851-07,6.246382720680356,0.4178099244473094,1
TCGA-37-3792-01A-01R-0980-07,6.550646017470597,1.232401759910834,1
TCGA-77-8154-01A-11R-2247-07,6.955898941624785,0.6573444030819295,1
TCGA-43-7658-01A-11R-2125-07,5.882075462358378,1.661727450047279,1
TCGA-85-A4JB-01A-51R-A262-07,8.998050291381114,0.9506917042304774,1
TCGA-43-A474-01A-11R-A24H-07,7.8383116739432275,1.6478938907983522,1
TCGA-85-6175-01A-11R-1820-07,7.867767624488348,2.8488048900024423,1
TCGA-66-2789-01A-01R-0980-07,6.811123760556306,2.257145826665511,1
TCGA-77-8145-01A-11R-2247-07,8.50316728533186,2.4864502060332447,1
TCGA-MF-A522-01A-11R-A262-07,7.042115801215952,0.1721242691913872,1
TCGA-22-5483-01A-01R-1820-07,6.3732814715174895,2.189913412317972,1
TCGA-66-2773-01A-01R-1201-07,7.520108557082577,1.6446809202625776,1
TCGA-43-7656-01A-11R-2125-07,6.843823609243099,2.8665810680361243,1
TCGA-77-6842-01A-11R-1949-07,7.863373545899707,0.7631012398468894,1
TCGA-56-A4BX-01A-11R-A24H-07,7.653852437738039,0.4753367343074295,1
TCGA-56-8622-01A-11R-2403-07,7.180462998700454,3.3992509268921443,0
TCGA-O2-A5IB-01A-11R-A27Q-07,9.19925102012519,1.224906811065806,1
TCGA-18-4721-01A-01R-1443-07,5.450794609102787,1.024013198328892,1
TCGA-66-2795-01A-02R-0980-07,6.251715045797021,1.495789433791234,1
TCGA-96-A4JK-01A-11R-A24Z-07,6.979314564730306,0.9609564936316162,1
TCGA-O2-A52V-01A-31R-A262-07,7.0012399629189765,2.4474372745104755,1
TCGA-66-2734-01A-01R-0980-07,7.599101047051931,1.1554545470521724,1
TCGA-56-8503-01A-11R-2403-07,7.725903835431258,2.434197373858916,1
TCGA-60-2708-01A-01R-0851-07,7.010613980626943,1.7088799339022476,1
TCGA-22-4594-01A-01R-1201-07,6.42610590295712,0.9881199076247278,1
TCGA-43-2581-01A-01R-0851-07,8.127716423107168,1.426443671816286,1
TCGA-58-A46M-01A-11R-A24H-07,6.356123436524199,1.2895547934336622,1
TCGA-56-7823-01B-11R-2247-07,6.798698219654489,0.51441849786556,1
TCGA-66-2769-01A-02R-0851-07,6.915612390583499,1.8575122467130916,1
TCGA-66-2755-01A-01R-0851-07,7.189959878261033,2.518564992297957,1
TCGA-98-A53B-01A-11R-A262-07,7.868107758111902,1.2388951901229586,1
TCGA-56-8504-01A-11R-2403-07,6.762307085646864,1.2481491620298444,1
TCGA-18-3412-01A-01R-0980-07,6.522228481173045,0.9742054189701111,1
TCGA-85-8072-01A-31R-2247-07,7.115099212372616,1.1308607997199709,1
TCGA-18-4083-01A-01R-1100-07,7.191639619323467,1.4118851015343648,1
TCGA-77-7338-01A-11R-2045-07,7.109178743308954,2.822516109951612,1
TCGA-77-8009-01A-11R-2187-07,6.623814675244008,3.485422080868448,0
TCGA-33-AASB-01A-11R-A405-07,9.57153964664347,0.2736695263287693,1
TCGA-52-7622-01A-11R-2125-07,6.913434799352025,1.5400464376634837,1
TCGA-33-4586-01A-01R-1443-07,6.612569812004871,1.190097259090779,1
TCGA-NK-A5CX-01A-11R-A26W-07,7.557826166875103,2.522568089677045,1
TCGA-56-7222-01A-11R-2045-07,8.545376539052441,3.0014256377038824,1
TCGA-85-8350-01A-11R-2296-07,7.647331659205284,2.61558331678161,1
TCGA-39-5030-01A-01R-1443-07,6.719910500619605,2.641112434968114,1
TCGA-92-8063-01A-11R-2247-07,6.602026159634303,3.028083184788646,1
TCGA-J9-A52D-01A-11R-A29R-07,4.964854530196673,0.3580223270936008,1
TCGA-HC-7749-01A-11R-2118-07,5.214531634727376,0.8815285977126359,1
TCGA-KK-A59X-01A-11R-A29R-07,6.773962762621253,0.9822019627103414,1
TCGA-HC-7736-01A-11R-2118-07,10.224807937119312,1.0652084158141049,1
TCGA-ZG-A9KY-01A-11R-A41O-07,8.206442739242505,1.9200288672186352,1
TCGA-KK-A8IB-01A-11R-A36G-07,5.3918847475851415,1.3350328191537366,1
TCGA-YL-A8SC-01A-11R-A37L-07,7.955850443111666,1.2341701016302045,1
TCGA-KK-A59Z-01A-12R-A26U-07,5.1587250562122735,1.7822116373003376,1
TCGA-CH-5794-01A-11R-1580-07,9.026449693968578,1.322373924029526,1
TCGA-EJ-A8FU-01A-11R-A36G-07,9.53741913121431,1.874299513380841,1
TCGA-G9-6494-01A-11R-1789-07,8.329470562807893,0.5997149209378142,1
TCGA-HC-7080-01A-11R-1965-07,9.931768941208526,0.8143501096860039,1
TCGA-KK-A7AW-01A-11R-A32O-07,3.6216642824935454,0.6775251833762321,1
TCGA-YL-A9WJ-01A-11R-A37L-07,7.283400317209203,1.8975092210226705,1
TCGA-EJ-8474-01A-11R-2403-07,5.066320094165072,1.59846406402319,1
TCGA-EJ-A65M-01A-11R-A29R-07,6.456284274633466,0.9887124694697844,1
TCGA-HC-A76W-01A-11R-A33R-07,5.612666025914236,1.0919506703263786,1
TCGA-X4-A8KS-01A-12R-A36G-07,6.144540511385562,2.0295244788028017,1
TCGA-EJ-7784-01A-11R-2118-07,5.363101908695677,1.024342653815859,1
TCGA-J4-A6G3-01A-11R-A311-07,7.31505958801217,1.7593137691420293,1
TCGA-HC-7212-01A-11R-2118-07,8.022480959344149,1.0385270116240095,1
TCGA-V1-A8WL-01A-11R-A37L-07,6.923378507531772,0.8727761956650278,1
TCGA-2A-A8VX-01A-11R-A37L-07,4.166103088811097,0.5160986035078834,1
